GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,NamedColorSpace.__CLR4_4_1bxzbxzlde039pt.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,ColorUtil,417,284,77,43,33,26,58,9,4,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,AbstractDeviceSpecificColorSpace.__CLR4_4_1bmnbmnlde039n7,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,GrayScaleColorConverter.__CLR4_4_1bwtbwtlde039pe,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,ColorWithAlternatives,527,111,99,9,51,15,61,7,9,5
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,GrayScaleColorConverter,0,63,0,0,0,13,0,4,0,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,ColorSpaces.new ColorSpaceOrigin() {...},24,3,0,0,6,1,2,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,ColorSpaces,98,110,28,12,11,16,22,5,3,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,ColorSpaces.__CLR4_4_1bqpbqplde039oi,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,DefaultColorConverter,39,0,0,0,10,0,4,0,4,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,GrayScaleColorConverter.__CLR4_4_1bwtbwtlde039pe.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,ICCColorSpaceWithIntent.__CLR4_4_1bwzbwzlde039pt.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,AbstractDeviceSpecificColorSpace.__CLR4_4_1bmnbmnlde039n7.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,CIELabColorSpace.__CLR4_4_1bmpbmplde039nn,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,DeviceCMYKColorSpace.__CLR4_4_1bvwbvwlde039pe,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,DeviceCMYKColorSpace,120,215,17,9,14,26,16,7,3,7
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,DefaultColorConverter.__CLR4_4_1bvrbvrlde039oy,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,DefaultColorConverter.__CLR4_4_1bvrbvrlde039oy.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,RenderingIntent.__CLR4_4_1c0ec0elde039q9,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,ICCColorSpaceWithIntent,277,0,28,0,43,0,25,0,9,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,ICCColorSpaceWithIntent.__CLR4_4_1bwzbwzlde039pt,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,ColorUtil.__CLR4_4_1brkbrklde039oi.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,CIELabColorSpace,642,629,101,35,65,81,71,22,7,15
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,ColorUtil.__CLR4_4_1brkbrklde039oi,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,ColorSpaces.__CLR4_4_1bqpbqplde039oi.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,ColorWithAlternatives.__CLR4_4_1btkbtklde039oy,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,CIELabColorSpace.__CLR4_4_1bmpbmplde039nn.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,NamedColorSpace.__CLR4_4_1bxzbxzlde039pt,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,NamedColorSpace,365,358,56,28,47,44,51,12,11,10
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,RenderingIntent.__CLR4_4_1c0ec0elde039q9.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,DeviceCMYKColorSpace.__CLR4_4_1bvwbvwlde039pe.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.color,ColorWithAlternatives.__CLR4_4_1btkbtklde039oy.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.ps,PSDocumentGraphics2D.__CLR4_4_1c8qc8qlde039rz,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.ps,PSGraphics2D.__CLR4_4_1c9zc9zlde039sv.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.ps,EPSDocumentGraphics2D,283,0,20,0,31,0,15,0,5,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.ps,EPSDocumentGraphics2D.__CLR4_4_1c7xc7xlde039rk.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.ps,AbstractPSDocumentGraphics2D,563,0,66,0,75,0,47,0,14,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.ps,AbstractPSDocumentGraphics2D.__CLR4_4_1c5xc5xlde039r4.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.ps,PSGraphics2D,1044,2056,250,154,112,260,202,45,14,27
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.ps,PSGraphics2D.__CLR4_4_1c9zc9zlde039sv,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.ps,PSTilingPattern.__CLR4_4_1ck7ck7lde039tq.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.ps,PSDocumentGraphics2D,403,0,20,0,48,0,18,0,8,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.ps,PSTilingPattern,1418,1041,380,62,109,121,232,15,14,12
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.ps,AbstractPSDocumentGraphics2D.__CLR4_4_1c5xc5xlde039r4,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.ps,EPSDocumentGraphics2D.__CLR4_4_1c7xc7xlde039rk,128,0,2,0,1,0,4,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.ps,PSDocumentGraphics2D.__CLR4_4_1c8qc8qlde039rz.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.java2d.ps,PSTilingPattern.__CLR4_4_1ck7ck7lde039tq,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.i18n,LocaleGroup.__CLR4_4_1frjfrjlde03afd,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.i18n,LocaleGroup.__CLR4_4_1frjfrjlde03afd.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.i18n,LocalizableSupport.__CLR4_4_1frnfrnlde03afd,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.i18n,LocaleGroup,12,23,0,0,3,5,1,3,1,3
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.i18n,LocalizableSupport,323,179,68,18,34,23,49,5,7,4
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.util.i18n,LocalizableSupport.__CLR4_4_1frnfrnlde03afd.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer.imageio,ImageIOImageWriter.IIOMultiImageWriter,312,0,52,0,32,0,29,0,3,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer.imageio,ImageIOPNGImageWriter,0,15,0,0,0,3,0,2,0,2
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer.imageio,ImageIOPNGImageWriter.__CLR4_4_1awsawslde039fu,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer.imageio,ImageIOPNGImageWriter.__CLR4_4_1awsawslde039fu.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer.imageio,ImageIOTIFFImageWriter.__CLR4_4_1awuawulde039gp.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer.imageio,ImageIOJPEGImageWriter,164,357,47,22,14,52,34,6,0,5
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer.imageio,ImageIOJPEGImageWriter.__CLR4_4_1auwauwlde039fu.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer.imageio,ImageIOImageWriter.__CLR4_4_1aq9aq9lde039fe.new InvocationHandler() {...},39,0,2,0,1,0,3,0,2,0
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer.imageio,ImageIOImageWriter.__CLR4_4_1aq9aq9lde039fe,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer.imageio,ImageIOImageWriter,223,768,84,64,20,101,71,20,3,14
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer.imageio,ImageIOTIFFImageWriter,332,466,82,22,29,70,53,10,2,9
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer.imageio,ImageIOTIFFImageWriter.__CLR4_4_1awuawulde039gp,93,35,1,1,0,1,3,1,2,1
org.apache.xmlgraphics:xmlgraphics-commons,org.apache.xmlgraphics.image.writer.imageio,ImageIOJPEGImageWriter.__CLR4_4_1auwauwlde039fu,93,35,1,1,0,1,3,1,2,1
